timestamp,packet_rate,active_users,packet_loss,future_packet_rate
0,418.98107168120333,55,1.6465392612655356,445.05612905394895
1,445.05612905394895,54,1.5566311369932255,416.84462302495194
2,416.84462302495194,54,2.006809452827443,430.9609110017396
3,430.9609110017396,54,1.6718087389476148,438.7057291824177
4,438.7057291824177,54,2.0611052451187706,415.4809904525208
5,415.4809904525208,53,1.57051393227102,427.8224380403475
6,427.8224380403475,53,1.6281899126356256,435.1255683142078
7,435.1255683142078,54,1.8531385915566574,447.7016557446088
8,447.7016557446088,54,2.629404295310757,528.1306489980153
9,528.1306489980153,64,2.0444177432516994,536.4034449904108
10,536.4034449904108,64,2.3802373789157234,480.62752207018985
11,480.62752207018985,63,2.387545027867831,503.9615552149337
12,503.9615552149337,63,1.7483445260133395,550.3171963619375
13,550.3171963619375,63,1.8531316364580661,594.295631369032
14,594.295631369032,73,2.0908803601917385,570.3618250797882
15,570.3618250797882,72,2.281600203595017,603.073614500079
16,603.073614500079,73,2.552380131833138,573.8533620486867
17,573.8533620486867,72,2.40906365534581,593.4319347552314
18,593.4319347552314,71,2.3026024260955147,621.883424770901
19,621.883424770901,71,2.8831966583074693,591.4431158181134
20,591.4431158181134,72,2.7025271637122716,591.7930195714308
21,591.7930195714308,71,2.097954801432573,607.9487823529328
22,607.9487823529328,71,2.246881606540164,600.9428544977649
23,600.9428544977649,71,2.4842965353684106,599.519708658586
24,599.519708658586,71,2.5815095181974095,555.8345843525017
25,555.8345843525017,71,2.280180261147248,612.2921528247406
26,612.2921528247406,70,2.2076633533857843,613.1048859980316
27,613.1048859980316,70,2.460374477848473,597.6537525462614
28,597.6537525462614,71,2.740592202207746,589.5420983308898
29,589.5420983308898,71,2.0852535684102724,631.7251041619943
30,631.7251041619943,72,1.8893356244697157,521.8508303017935
31,521.8508303017935,62,2.2978298958485746,538.8376680774425
32,538.8376680774425,62,2.4219522837104708,549.3619491398689
33,549.3619491398689,62,1.9310869188319821,515.5216952915561
34,515.5216952915561,61,2.0645457248765346,539.5662947709183
35,539.5662947709183,61,2.0702515670343904,537.8567406874536
36,537.8567406874536,62,1.943336540357676,568.9995497159323
37,568.9995497159323,62,1.6073023845894665,533.9585600345423
38,533.9585600345423,62,1.920024198130704,536.0919305408835
39,536.0919305408835,62,1.77781849908656,558.96676255698
40,558.96676255698,62,1.9861563987900095,540.7128924029951
41,540.7128924029951,61,2.1465950218140852,547.2980117399093
42,547.2980117399093,61,2.0852071414197244,551.2866093086304
43,551.2866093086304,61,1.6632358960529756,525.699435998746
44,525.699435998746,62,2.493241280748526,518.3547902866245
45,518.3547902866245,61,2.2897622681313905,552.6379322672962
46,552.6379322672962,61,1.889533542857647,562.3474266442785
47,562.3474266442785,60,2.120455635510925,507.21785476108465
48,507.21785476108465,61,1.9832505695276568,551.3085646564824
49,551.3085646564824,61,1.8697006896114656,539.4436137440537
50,539.4436137440537,61,2.8110733412750433,498.0471025033971
51,498.0471025033971,60,1.4696175868818084,542.7965188949902
52,542.7965188949902,59,2.433470566056844,558.8004196163594
53,558.8004196163594,59,2.134838793618983,543.5906947108207
54,543.5906947108207,59,1.4843547323259276,610.8225128184209
55,610.8225128184209,69,2.4715795964496308,694.5012158000025
56,694.5012158000025,79,2.3261544488890635,693.9358182983784
57,693.9358182983784,80,2.540127436131555,709.2290098477654
58,709.2290098477654,80,2.746805471325783,775.9511960965234
59,775.9511960965234,90,3.443255833688198,870.9526638417278
60,870.9526638417278,90,2.994877986188384,900.3145475577978
61,900.3145475577978,89,2.9571724190244453,999.7678760413962
62,999.7678760413962,90,3.224780427069006,1082.974685457048
63,1082.974685457048,90,3.320584576448218,1011.425965318945
64,1011.425965318945,80,2.543253921858815,1047.3130431550671
65,1047.3130431550671,79,2.1636387185323525,956.3019495065294
66,956.3019495065294,78,2.3990287777486676,874.8142957232484
67,874.8142957232484,77,2.705792524653219,819.980727894942
68,819.980727894942,78,1.8475102580992662,779.1727396476431
69,779.1727396476431,78,2.6999888647737,718.1870967839836
70,718.1870967839836,78,2.6777350892032805,727.5471463962139
71,727.5471463962139,77,2.1577589446674788,674.6512174965717
72,674.6512174965717,77,2.3918397573816783,669.767254372864
73,669.767254372864,77,2.3262831735142435,689.1254998699363
74,689.1254998699363,76,2.763348052457873,731.6007505744717
75,731.6007505744717,77,2.7938859051478224,682.7663370021208
76,682.7663370021208,77,2.734579385605465,711.7897351857025
77,711.7897351857025,77,2.920339976796374,690.4625456728752
78,690.4625456728752,78,2.9102225101625785,714.0501778453415
79,714.0501778453415,79,2.744558005561447,656.3341771147107
80,656.3341771147107,78,2.7507325658185584,704.8384763163195
81,704.8384763163195,77,2.4727738300016546,689.3558283523793
82,689.3558283523793,77,2.079540700734038,726.3101232717574
83,726.3101232717574,77,1.8628647890811854,718.7940208222146
84,718.7940208222146,77,2.8561210673093402,682.0248374282081
85,682.0248374282081,78,2.5495543697964433,706.9207378269388
86,706.9207378269388,78,2.670148818354918,689.4672765608367
87,689.4672765608367,77,2.3478269752042533,706.9837118358691
88,706.9837118358691,76,2.2355508930901222,688.3169139988391
89,688.3169139988391,75,1.9113048383724336,688.1136165905743
90,688.1136165905743,76,1.9371936016469111,700.6786762019353
91,700.6786762019353,75,2.036061292262347,713.3370318106324
92,713.3370318106324,75,2.655195416388811,698.2512962307617
93,698.2512962307617,76,2.7595857286672176,723.0874836685085
94,723.0874836685085,77,2.725330517077206,693.7776424589404
95,693.7776424589404,76,2.466815961220529,716.9246441641724
96,716.9246441641724,75,2.4237034180790955,739.46871949126
97,739.46871949126,76,1.9840691679016769,736.381371387805
98,736.381371387805,77,2.2542576570601303,687.0648746894782
99,687.0648746894782,78,2.589026825982724,747.8615308839456
100,747.8615308839456,78,2.7883109328769575,713.1121181145222
101,713.1121181145222,77,2.6995147238745685,698.4833113089652
102,698.4833113089652,78,2.3443662116064976,710.2036912627173
103,710.2036912627173,77,1.9567039688389687,685.620678767388
104,685.620678767388,76,2.333123039573987,711.3946824282446
105,711.3946824282446,77,1.6895287698956867,722.9766934601867
106,722.9766934601867,76,2.3692769199506505,734.9277268761929
107,734.9277268761929,77,2.6345009723498567,712.2478233411194
108,712.2478233411194,77,2.506934941491262,706.6226320387876
109,706.6226320387876,76,2.359420434117014,705.0593147425325
110,705.0593147425325,76,2.266035057363129,713.0488512388793
111,713.0488512388793,76,2.1398022593823156,688.8654698875046
112,688.8654698875046,75,1.8922206078477002,709.8894486159961
113,709.8894486159961,76,2.630648201347151,686.5607996405467
114,686.5607996405467,75,2.455750940945346,671.9828369746549
115,671.9828369746549,75,2.0130470971858623,624.6761354441496
116,624.6761354441496,65,2.132546043164269,636.9424923449164
117,636.9424923449164,65,2.0989841547337353,632.5197967049244
118,632.5197967049244,65,2.485147236264159,562.8873449199549
119,562.8873449199549,55,1.976131955869307,556.7283429886187
120,556.7283429886187,55,1.786092368188467,540.6830187789345
121,540.6830187789345,55,1.446418742049583,539.5846082230474
122,539.5846082230474,56,2.1287535274790566,560.3207129738835
123,560.3207129738835,56,1.7752290254066134,580.1927482807595
124,580.1927482807595,57,1.5354413926720665,582.5369358786197
125,582.5369358786197,57,2.396510608037006,617.2201990267478
126,617.2201990267478,67,1.699220919930506,569.5474308454467
127,569.5474308454467,67,2.6422103379326405,658.8454691583008
128,658.8454691583008,68,2.13650820122463,652.5234982734523
129,652.5234982734523,67,2.6300215849691293,624.8422273627534
130,624.8422273627534,68,1.8108652396083975,627.6850009909215
131,627.6850009909215,67,2.229574989342218,643.3993241498742
132,643.3993241498742,67,2.066720725981314,652.9756603053966
133,652.9756603053966,68,1.9412131200811016,639.1631744428445
134,639.1631744428445,67,2.4342645699229406,650.3930164511901
135,650.3930164511901,67,2.3311162675638455,627.2073047575108
136,627.2073047575108,68,2.3929429061662355,671.0793765489582
137,671.0793765489582,68,2.9317770936338574,624.2177544446317
138,624.2177544446317,68,1.7853068706701096,653.1736204954557
139,653.1736204954557,68,2.138789189525486,650.7932622900692
140,650.7932622900692,68,1.8635992033143687,616.1139874867449
141,616.1139874867449,67,1.7238542645567732,582.5487843375041
142,582.5487843375041,66,2.019511160997138,619.645004952336
143,619.645004952336,65,2.296629544791909,573.2515841030468
144,573.2515841030468,64,2.0682126404616783,572.4270480312517
145,572.4270480312517,64,2.153176254510083,574.5051782718338
146,574.5051782718338,64,2.1674533083239944,621.8000111007544
147,621.8000111007544,64,2.2760667880806267,621.4093927679936
148,621.4093927679936,64,1.8599865444542663,606.1153269871849
149,606.1153269871849,63,1.5735107375000066,589.3016497637718
150,589.3016497637718,63,2.287525255827336,621.7218554174513
151,621.7218554174513,62,1.7707229580685304,666.3366475456023
152,666.3366475456023,72,2.530032366760266,606.0131334598191
153,606.0131334598191,62,1.8933639919512262,593.5164883752627
154,593.5164883752627,61,1.8197962590146388,573.1525380891742
155,573.1525380891742,61,2.242473985711405,552.529223021814
156,552.529223021814,60,2.011626739664529,609.2304261631472
157,609.2304261631472,60,2.3722357688430633,535.1486298079062
158,535.1486298079062,59,2.427957122644466,587.6840053043992
159,587.6840053043992,60,1.7831736608873858,587.5258647358735
160,587.5258647358735,60,2.312232954739651,552.9815435613164
161,552.9815435613164,60,1.6055374353519323,557.47929463288
162,557.47929463288,60,2.183033890607413,589.862198091144
163,589.862198091144,60,1.6929634206792294,552.5544847082036
164,552.5544847082036,61,2.3247079529178722,588.3814385508665
165,588.3814385508665,61,2.557268206608161,586.3363938342656
166,586.3363938342656,61,1.9267750485178872,540.1093070025821
167,540.1093070025821,62,2.075012246036066,536.223906019804
168,536.223906019804,62,2.1098962976801143,562.3058800754587
169,562.3058800754587,61,2.551090278797933,545.9231490725294
170,545.9231490725294,60,1.8620839816198547,567.6181604498677
171,567.6181604498677,61,2.4352466486862445,569.7837869602699
172,569.7837869602699,62,2.2754023382831248,541.0322866388278
173,541.0322866388278,61,1.9680882309299208,558.1940397264539
174,558.1940397264539,61,1.9498371231015061,554.8283270470621
175,554.8283270470621,61,2.256865843367322,578.7556718322942
176,578.7556718322942,62,2.483961003753244,557.2128780506124
177,557.2128780506124,62,1.587255265470983,589.6458998540509
178,589.6458998540509,62,2.079931251471436,570.0728817795172
179,570.0728817795172,62,1.922373728176667,636.9872284135348
180,636.9872284135348,72,1.580293585841852,684.8077036058528
181,684.8077036058528,73,2.2111909182458875,668.1293420064702
182,668.1293420064702,73,2.475357490053659,653.1765562422706
183,653.1765562422706,73,2.135392124254354,659.8076610567127
184,659.8076610567127,73,2.0555099097327236,671.54808689318
185,671.54808689318,73,2.444194785162525,612.1258323443427
186,612.1258323443427,72,2.5655004304385445,624.7613837630865
187,624.7613837630865,73,2.0716492833220572,653.1082534897309
188,653.1082534897309,72,2.3240999943595937,671.3116429097903
189,671.3116429097903,73,2.728918595224993,677.1707268054366
190,677.1707268054366,74,2.348936284570702,648.1804567684696
191,648.1804567684696,74,2.9898428546215534,615.9472861684096
192,615.9472861684096,73,2.0482748785187797,653.5884405645678
193,653.5884405645678,73,2.694396169353454,642.9235253794687
194,642.9235253794687,73,2.5130187383267546,638.8008486389829
195,638.8008486389829,73,2.1741586494232763,585.9660313567081
196,585.9660313567081,63,1.7594448158177785,596.4149603174842
197,596.4149603174842,64,2.137320859564524,577.3297119803876
198,577.3297119803876,64,1.8824634526835933,591.4918321579008
199,591.4918321579008,63,1.9532709264531605,553.1103185894833
200,553.1103185894833,64,2.195592731041632,569.4722255379673
201,569.4722255379673,64,2.7146418860532977,592.3735020182902
202,592.3735020182902,64,2.2817429941569918,522.6365677321802
203,522.6365677321802,63,1.6985221236834653,532.7902462258085
204,532.7902462258085,63,2.147600411135605,585.799013417943
205,585.799013417943,64,1.8247193662350392,542.2454779675862
206,542.2454779675862,63,2.5178221748100773,576.7616687566273
207,576.7616687566273,63,2.6787222278881355,531.1014680339499
208,531.1014680339499,62,2.4451131317905075,542.1482134965503
209,542.1482134965503,62,1.4348545243173474,526.5720799257894
210,526.5720799257894,61,2.2251238080860243,496.32226405811855
211,496.32226405811855,60,1.9781907712605078,540.3064566346042
212,540.3064566346042,60,1.9279972015868605,515.0068363629471
213,515.0068363629471,60,1.5902564847305216,525.7557976786773
214,525.7557976786773,59,2.2992540109942863,540.0631690424574
215,540.0631690424574,58,2.114721849527664,473.2890658857978
216,473.2890658857978,58,2.297203989997274,481.0470476415767
217,481.0470476415767,57,1.8750126190118852,472.8922764623507
218,472.8922764623507,56,2.0640768512786054,488.2991686388531
219,488.2991686388531,57,1.9639619889813424,491.1662383669877
220,491.1662383669877,57,2.0770936999368823,488.5709767596477
221,488.5709767596477,56,2.1216899022534497,577.733396099182
222,577.733396099182,66,2.3826331678761017,556.1888362236532
223,556.1888362236532,67,2.141066947805603,693.7384647115773
224,693.7384647115773,77,2.9092889434714593,668.7655820742838
225,668.7655820742838,78,2.943557163422497,642.0901534558661
226,642.0901534558661,77,2.3781896997172236,660.7861365254561
227,660.7861365254561,77,2.7690279014299946,614.5032057196364
228,614.5032057196364,77,2.3092062474453585,665.3087149183004
229,665.3087149183004,77,2.3400656222708895,601.594242607482
230,601.594242607482,76,1.565035682850417,601.402355757352
231,601.402355757352,77,2.396036237417029,677.1584005606276
232,677.1584005606276,77,2.1722961709546977,648.3244185528011
233,648.3244185528011,77,1.970267849382353,666.0200166016962
234,666.0200166016962,78,2.392844288869672,602.1610717246775
235,602.1610717246775,78,2.724193943580705,651.9067719404583
236,651.9067719404583,77,2.6674913257947077,635.7600586155405
237,635.7600586155405,76,2.433562142031758,653.3113959989914
238,653.3113959989914,77,2.4303495310037353,608.8978795160759
239,608.8978795160759,76,2.452835024183845,582.8741529159905
240,582.8741529159905,75,2.4394100264825727,598.8859776637202
241,598.8859776637202,75,2.366785383107473,568.6763846703994
242,568.6763846703994,74,1.9298079170287266,555.7119512606915
243,555.7119512606915,74,2.096372983055703,601.1035467472259
244,601.1035467472259,74,2.383017394506381,578.3904877619693
245,578.3904877619693,74,2.6871068819514754,588.3016310844512
246,588.3016310844512,74,2.0346587628407735,555.6907279784311
247,555.6907279784311,73,3.0598250011668267,621.7866463653477
248,621.7866463653477,72,2.267564317468507,571.052583415623
249,571.052583415623,72,1.9133778250053772,570.3864297478522
250,570.3864297478522,73,2.280983908145932,552.1406660733337
251,552.1406660733337,72,2.09152949074189,547.5092819271874
252,547.5092819271874,72,2.1618937987854174,550.9951469479939
253,550.9951469479939,72,2.493061075440711,572.197779579679
254,572.197779579679,73,2.630997799519034,551.5645534758403
255,551.5645534758403,72,2.358398413049263,546.1645635439689
256,546.1645635439689,71,2.560269230467226,586.5030936720076
257,586.5030936720076,71,1.9191849818475362,532.9300707254307
258,532.9300707254307,72,1.9251162217449374,549.0849353280477
259,549.0849353280477,71,2.770557530978569,547.0628698569598
260,547.0628698569598,70,2.3111253410719037,629.6714586038719
261,629.6714586038719,80,2.5838003518457846,703.2238695854024
262,703.2238695854024,90,2.625102392728717,801.6949210408103
263,801.6949210408103,90,2.6111432997160158,925.4786691950161
264,925.4786691950161,91,2.739494346749418,1016.292036257351
265,1016.292036257351,91,2.5722359544399613,991.3307634271796
266,991.3307634271796,100,2.675360124221012,936.5673482734388
267,936.5673482734388,99,3.288279133813162,771.437926359464
268,771.437926359464,100,2.775453706466445,864.2572452760883
269,864.2572452760883,100,3.133053809310964,979.2243011897552
270,979.2243011897552,100,2.912257391778161,1035.754356491534
271,1035.754356491534,99,2.9756443802521653,1097.4447327737098
272,1097.4447327737098,99,2.9135522620328365,947.5925922162077
273,947.5925922162077,100,3.2490607967093115,865.4385021469445
274,865.4385021469445,99,2.9665484538534024,765.2938491479523
275,765.2938491479523,100,3.27753814929949,845.7995031125351
276,845.7995031125351,100,3.1895155897363314,873.6780768442275
277,873.6780768442275,100,2.8988494968323497,963.4431053880547
278,963.4431053880547,100,3.1799390580464744,1031.9397021893114
279,1031.9397021893114,100,2.996233240562902,1099.3364769151965
280,1099.3364769151965,100,2.762242728840715,1090.7918091335855
281,1090.7918091335855,100,3.022521590433194,1005.8025010585785
282,1005.8025010585785,100,2.6162886795687967,945.1558497292956
283,945.1558497292956,99,3.3594206093439096,845.7701315288589
284,845.7701315288589,98,2.9869328888501205,805.8978058577391
285,805.8978058577391,98,2.7317166776659954,764.4227126382699
286,764.4227126382699,98,2.622269180217091,811.796960247558
287,811.796960247558,98,2.5627070800876206,908.0968829697875
288,908.0968829697875,97,3.221366841849309,846.5817431984765
289,846.5817431984765,87,3.2924996446113255,739.5622639147043
290,739.5622639147043,87,2.72173108344822,680.119743134036
291,680.119743134036,88,2.7380635582406367,673.8185747532793
292,673.8185747532793,87,2.3085162885972736,726.3620525524118
293,726.3620525524118,87,2.937180658529582,830.9600719516272
294,830.9600719516272,97,2.8752215948885325,887.154208071259
295,887.154208071259,97,3.177440978121353,906.2849028227099
296,906.2849028227099,96,2.530298594252206,916.5988348404251
297,916.5988348404251,97,2.232706631284609,794.47006113953
298,794.47006113953,87,2.3760016728609044,777.7977855249592
299,777.7977855249592,87,2.4147570419684605,715.9210065036111
300,715.9210065036111,87,2.3210386274843953,712.0235902052386
301,712.0235902052386,87,2.5755652139549783,647.7491887943502
302,647.7491887943502,87,2.599773358137436,622.6207117532514
303,622.6207117532514,77,2.259657009984683,719.849334592877
304,719.849334592877,76,2.180399647763761,802.7994659378788
305,802.7994659378788,77,2.552518463007747,859.9126337011829
306,859.9126337011829,77,2.5867739043314595,978.0087545818279
307,978.0087545818279,77,2.9045624488328587,884.7698723697922
308,884.7698723697922,78,2.3283459483235505,815.9803163571764
309,815.9803163571764,78,2.539084072822294,685.781048394355
310,685.781048394355,77,2.1160573472831405,665.4141806691728
311,665.4141806691728,78,2.0034567423248473,524.8671062275806
312,524.8671062275806,77,2.4480739380690175,528.2218447639377
313,528.2218447639377,77,2.1542374184279205,556.8147163105226
314,556.8147163105226,77,2.7552798199717246,592.439853968859
315,592.439853968859,77,2.53799345551912,538.6652284801758
316,538.6652284801758,78,2.5575270151277825,555.0353686031466
317,555.0353686031466,79,3.1088632901476476,561.3205701078834
318,561.3205701078834,79,2.214208381415439,548.1903273601798
319,548.1903273601798,78,2.5121599299643096,540.755607973246
320,540.755607973246,77,2.562862620152691,604.1469501265279
321,604.1469501265279,87,2.6688836629459676,666.4875279076705
322,666.4875279076705,88,2.605650930049852,737.0145006366191
323,737.0145006366191,89,2.633464988422082,750.8190789952532
324,750.8190789952532,89,3.101321656749536,841.2162186824931
325,841.2162186824931,88,2.6023602939438426,773.1955254095499
326,773.1955254095499,88,2.5398603036664924,746.5063336740393
327,746.5063336740393,88,3.0784353088134497,653.7838458259199
328,653.7838458259199,88,2.4208615103046327,638.0379132655049
329,638.0379132655049,88,3.4257556791259036,724.6350383438527
330,724.6350383438527,88,2.375739598723774,760.7736255571212
331,760.7736255571212,89,2.5870255455476223,755.4509913892729
332,755.4509913892729,89,3.1785454630302903,762.04709835733
333,762.04709835733,99,2.904104692777961,691.7988993502574
334,691.7988993502574,99,3.3612267748853646,746.6276626096947
335,746.6276626096947,99,2.880095729251803,802.8941526196188
336,802.8941526196188,98,3.3232798971090256,760.6949238717016
337,760.6949238717016,99,3.2730067927815325,824.6277911415073
338,824.6277911415073,98,3.2527473985137187,832.17449848985
339,832.17449848985,97,2.4485320809869933,772.1899248513502
340,772.1899248513502,98,2.306988452101073,778.1317292773366
341,778.1317292773366,97,2.772749172515418,713.1324777265677
342,713.1324777265677,97,2.9757104982188602,705.279530170413
343,705.279530170413,96,3.055083810344335,853.1583321308746
344,853.1583321308746,97,2.865732483049159,1026.3335569257456
345,1026.3335569257456,97,2.5800003967193867,1039.3410165063099
346,1039.3410165063099,98,2.636428672318277,857.7183654841295
347,857.7183654841295,97,2.654286416212664,565.8450399420009
348,565.8450399420009,87,2.2573952679761438,621.6122081332625
349,621.6122081332625,87,2.9191593607744775,705.1826115316613
350,705.1826115316613,88,3.074919641412641,737.6615034461894
351,737.6615034461894,89,2.816997336246354,775.101715276468
352,775.101715276468,89,2.62099829849731,852.0821350008475
353,852.0821350008475,89,2.659842329493255,834.2636541764418
354,834.2636541764418,90,3.16066859786496,818.3573712783822
355,818.3573712783822,90,2.416276214846313,844.6452650481223
356,844.6452650481223,100,2.9283871210154566,801.5886667815424
357,801.5886667815424,100,2.9678607691481473,794.0562815472596
358,794.0562815472596,100,3.339605169132697,692.0189112922133
359,692.0189112922133,100,3.3161321316865964,772.2389077134056
360,772.2389077134056,100,3.522842012117934,834.0350293312222
361,834.0350293312222,100,3.8631293955817654,921.2630332392961
362,921.2630332392961,99,2.6396920935526382,935.6115079820439
363,935.6115079820439,98,2.5731157202179076,937.4244837240278
364,937.4244837240278,98,3.306961828731509,907.5249119072083
365,907.5249119072083,99,3.013173763463475,822.2348666458765
366,822.2348666458765,100,2.7152840095693613,742.9743566422591
367,742.9743566422591,100,2.8824609875122955,688.6630724454535
368,688.6630724454535,100,3.06400905068363,776.4223281460169
369,776.4223281460169,100,3.3941106011257487,843.3598396250467
370,843.3598396250467,99,2.707364496937502,945.9299278746723
371,945.9299278746723,100,3.6186567312926194,1025.0562590965612
372,1025.0562590965612,100,3.327795421335078,931.0417761934978
373,931.0417761934978,100,2.417775013833812,821.7042644671797
374,821.7042644671797,99,2.822555177025548,714.7114224417851
375,714.7114224417851,89,3.114732013812556,615.2273436957962
376,615.2273436957962,89,2.514112922141332,663.25926554114
377,663.25926554114,89,3.081170035919381,723.6532115002993
378,723.6532115002993,90,2.779136148316898,809.6544395297399
379,809.6544395297399,90,2.798345547471505,787.8026682696905
380,787.8026682696905,89,2.202499647147282,857.9764361536397
381,857.9764361536397,89,2.9362246100526113,822.9101446691086
382,822.9101446691086,89,2.7086422735619946,739.4553410181962
383,739.4553410181962,89,2.490581865100067,679.805614238832
384,679.805614238832,89,2.3234371685988644,693.6751648030365
385,693.6751648030365,89,2.6535236654114978,630.9421225838686
386,630.9421225838686,89,2.929602383334597,677.6058763805584
387,677.6058763805584,90,2.733208021908044,803.7532062329035
388,803.7532062329035,89,3.081525594603823,913.005100276862
389,913.005100276862,89,3.098189726488025,975.8552151110554
390,975.8552151110554,88,2.792713843194459,995.5330550060711
391,995.5330550060711,87,2.549901094493551,847.1870941140652
392,847.1870941140652,87,2.624918074255574,816.4854877608329
393,816.4854877608329,88,3.010527639242269,662.5856529881356
